feedback_id,patient_id,hospital_id,doctor_id,rating,comments,feedback_date
FB00013962,PAT035682,H003,DOC0213,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-08-29
FB00013963,PAT059002,H002,DOC0099,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-11-18
FB00013964,PAT034157,H002,DOC0125,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-10-23
FB00013965,PAT033153,H001,DOC0063,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-05-29
FB00013966,PAT022919,H002,DOC0136,4,Modern equipment and knowledgeable medical team.,2024-11-24
FB00013967,PAT021961,H008,DOC0469,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-10-06
FB00013968,PAT043811,H006,DOC0417,3,Service was acceptable but administrative processes are slow.,2024-12-07
FB00013969,PAT001378,H006,DOC0387,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-09-29
FB00013970,PAT049382,H001,DOC0028,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-05
FB00013971,PAT012004,H001,DOC0019,3,Good doctors but the waiting area is too small and uncomfortable.,2024-07-06
FB00013972,PAT017177,H006,DOC0383,4,Very professional doctors. Quick and efficient service.,2025-04-21
FB00013973,PAT043298,H005,DOC0310,5,Very professional doctors. Quick and efficient service.,2024-09-09
FB00013974,PAT003327,H006,DOC0316,3,Good doctors but the waiting area is too small and uncomfortable.,2024-07-24
FB00013975,PAT013023,H006,DOC0317,2,Emergency department was chaotic and clearly understaffed.,2025-03-27
FB00013976,PAT053378,H003,DOC0217,3,Average experience overall. Nothing exceptional but no major complaints.,2024-06-25
FB00013977,PAT030432,H007,DOC0445,5,Modern equipment and knowledgeable medical team.,2025-05-08
FB00013978,PAT036104,H001,DOC0033,2,Extremely long waiting time — over 3 hours for a simple consultation.,2025-01-27
FB00013979,PAT013762,H003,DOC0226,3,Good doctors but the waiting area is too small and uncomfortable.,2025-04-15
FB00013980,PAT018745,H006,DOC0330,5,Modern equipment and knowledgeable medical team.,2025-02-25
FB00013981,PAT045076,H006,DOC0403,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-03-07
FB00013982,PAT058240,H004,DOC0275,4,Doctor explained my condition thoroughly and answered all questions.,2024-06-30
FB00013983,PAT006072,H001,DOC0069,3,Good doctors but the waiting area is too small and uncomfortable.,2024-05-22
FB00013984,PAT046350,H001,DOC0060,3,Service was acceptable but administrative processes are slow.,2025-03-15
FB00013985,PAT064695,H008,DOC0469,4,Modern equipment and knowledgeable medical team.,2024-11-25
FB00013986,PAT011095,H004,DOC0275,4,Minimal waiting time. Staff were courteous and professional.,2025-01-08
FB00013987,PAT033445,H004,DOC0260,4,Minimal waiting time. Staff were courteous and professional.,2025-03-31
FB00013988,PAT065744,H001,DOC0041,1,Lab results took over 5 hours. No one communicated the delay.,2024-12-03
FB00013989,PAT062303,H003,DOC0219,4,Outstanding care in the ICU. Nurses were exceptional.,2024-11-07
FB00013990,PAT064755,H002,DOC0137,4,"Excellent care, clean facility, and attentive nursing staff.",2024-11-22
FB00013991,PAT035510,H006,DOC0390,3,Good doctors but the waiting area is too small and uncomfortable.,2025-03-07
FB00013992,PAT011004,H007,DOC0421,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-03-18
FB00013993,PAT069437,H004,DOC0263,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-05-13
FB00013994,PAT052882,H005,DOC0292,5,"Excellent care, clean facility, and attentive nursing staff.",2025-02-28
FB00013995,PAT043501,H004,DOC0267,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-07-25
FB00013996,PAT036752,H008,DOC0459,2,Billing process was confusing and poorly explained.,2024-08-18
FB00013997,PAT038636,H006,DOC0417,4,Doctor explained my condition thoroughly and answered all questions.,2024-07-16
FB00013998,PAT061194,H002,DOC0148,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-01-01
FB00013999,PAT015739,H006,DOC0361,2,Extremely long waiting time — over 3 hours for a simple consultation.,2025-01-19
FB00014000,PAT004573,H002,DOC0149,5,Doctor explained my condition thoroughly and answered all questions.,2025-02-02
FB00014001,PAT057169,H002,DOC0147,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-11-23
FB00014002,PAT000499,H006,DOC0317,4,Minimal waiting time. Staff were courteous and professional.,2025-05-09
FB00014003,PAT027537,H008,DOC0451,2,Pharmacy was out of my prescribed medication for 2 days.,2024-08-28
FB00014004,PAT052263,H003,DOC0247,2,Follow-up appointment was postponed twice without explanation.,2025-04-13
FB00014005,PAT000617,H005,DOC0281,4,"Excellent care, clean facility, and attentive nursing staff.",2024-07-24
FB00014006,PAT040357,H002,DOC0141,4,Doctor explained my condition thoroughly and answered all questions.,2024-05-11
FB00014007,PAT022235,H003,DOC0191,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-05
FB00014008,PAT020997,H002,DOC0140,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-10-05
FB00014009,PAT055992,H003,DOC0213,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-10-10
FB00014010,PAT062159,H006,DOC0339,5,Outstanding care in the ICU. Nurses were exceptional.,2024-10-17
FB00014011,PAT048111,H001,DOC0009,5,Doctor explained my condition thoroughly and answered all questions.,2024-08-27
FB00014012,PAT005921,H001,DOC0009,5,"Excellent care, clean facility, and attentive nursing staff.",2024-11-07
FB00014013,PAT009479,H006,DOC0411,5,Very professional doctors. Quick and efficient service.,2024-05-26
FB00014014,PAT053059,H008,DOC0517,4,Very professional doctors. Quick and efficient service.,2024-07-18
FB00014015,PAT055131,H001,DOC0085,4,Outstanding care in the ICU. Nurses were exceptional.,2024-06-23
FB00014016,PAT053978,H006,DOC0362,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-08-03
FB00014017,PAT011079,H006,DOC0364,4,Modern equipment and knowledgeable medical team.,2025-03-25
FB00014018,PAT008386,H007,DOC0423,3,Average experience overall. Nothing exceptional but no major complaints.,2024-11-06
FB00014019,PAT035652,H006,DOC0328,3,Average experience overall. Nothing exceptional but no major complaints.,2024-05-30
FB00014020,PAT054819,H005,DOC0288,3,Good doctors but the waiting area is too small and uncomfortable.,2024-11-27
FB00014021,PAT003085,H003,DOC0193,2,Lab results took over 5 hours. No one communicated the delay.,2024-07-23
FB00014022,PAT064944,H001,DOC0070,3,Service was acceptable but administrative processes are slow.,2024-09-21
FB00014023,PAT054485,H001,DOC0034,4,Very professional doctors. Quick and efficient service.,2025-04-08
FB00014024,PAT006698,H002,DOC0125,5,Modern equipment and knowledgeable medical team.,2025-02-07
FB00014025,PAT053917,H003,DOC0178,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-06-05
FB00014026,PAT037968,H008,DOC0499,1,Emergency department was chaotic and clearly understaffed.,2024-10-26
FB00014027,PAT002379,H008,DOC0472,3,Service was acceptable but administrative processes are slow.,2025-02-10
FB00014028,PAT023286,H004,DOC0264,5,Very satisfied with diagnosis accuracy and treatment plan.,2025-04-16
FB00014029,PAT061429,H008,DOC0498,3,Service was acceptable but administrative processes are slow.,2024-11-06
FB00014030,PAT010349,H003,DOC0193,5,Doctor explained my condition thoroughly and answered all questions.,2024-07-19
FB00014031,PAT064110,H002,DOC0156,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-03-17
FB00014032,PAT034482,H007,DOC0425,5,Minimal waiting time. Staff were courteous and professional.,2024-05-15
FB00014033,PAT012892,H001,DOC0075,4,"Excellent care, clean facility, and attentive nursing staff.",2025-03-12
FB00014034,PAT022409,H008,DOC0462,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-10-28
FB00014035,PAT068324,H007,DOC0434,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-02-13
FB00014036,PAT055522,H005,DOC0280,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-06-29
FB00014037,PAT054247,H001,DOC0031,3,Service was acceptable but administrative processes are slow.,2025-01-18
FB00014038,PAT057177,H001,DOC0031,4,Doctor explained my condition thoroughly and answered all questions.,2025-01-08
FB00014039,PAT039917,H007,DOC0429,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-05-02
FB00014040,PAT059705,H002,DOC0121,2,Pharmacy was out of my prescribed medication for 2 days.,2024-11-24
FB00014041,PAT044463,H002,DOC0108,3,Average experience overall. Nothing exceptional but no major complaints.,2025-04-25
FB00014042,PAT036718,H007,DOC0434,4,Modern equipment and knowledgeable medical team.,2024-09-27
FB00014043,PAT007593,H005,DOC0290,1,Pharmacy was out of my prescribed medication for 2 days.,2024-09-08
FB00014044,PAT073090,H006,DOC0340,4,Outstanding care in the ICU. Nurses were exceptional.,2025-01-14
FB00014045,PAT039873,H003,DOC0221,3,Good doctors but the waiting area is too small and uncomfortable.,2024-06-10
FB00014046,PAT059523,H001,DOC0043,3,Good doctors but the waiting area is too small and uncomfortable.,2025-01-24
FB00014047,PAT032786,H006,DOC0350,3,Average experience overall. Nothing exceptional but no major complaints.,2024-12-03
FB00014048,PAT054850,H003,DOC0204,4,"Excellent care, clean facility, and attentive nursing staff.",2024-12-18
FB00014049,PAT035011,H007,DOC0431,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-01-09
FB00014050,PAT018594,H001,DOC0009,3,Average experience overall. Nothing exceptional but no major complaints.,2025-01-31
FB00014051,PAT061777,H003,DOC0232,5,Outstanding care in the ICU. Nurses were exceptional.,2025-01-24
FB00014052,PAT021008,H005,DOC0307,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-05-19
FB00014053,PAT042352,H004,DOC0261,4,"Excellent care, clean facility, and attentive nursing staff.",2025-03-04
FB00014054,PAT007416,H003,DOC0232,4,Outstanding care in the ICU. Nurses were exceptional.,2024-09-14
FB00014055,PAT012118,H002,DOC0110,3,Good doctors but the waiting area is too small and uncomfortable.,2024-11-14
FB00014056,PAT030608,H002,DOC0125,2,Billing process was confusing and poorly explained.,2025-03-11
FB00014057,PAT003565,H001,DOC0055,1,Follow-up appointment was postponed twice without explanation.,2025-05-09
FB00014058,PAT069322,H001,DOC0087,3,Service was acceptable but administrative processes are slow.,2025-04-27
FB00014059,PAT047330,H001,DOC0089,2,Lab results took over 5 hours. No one communicated the delay.,2024-07-17
FB00014060,PAT050596,H003,DOC0178,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-01-26
FB00014061,PAT073868,H008,DOC0447,1,Billing process was confusing and poorly explained.,2024-09-29
FB00014062,PAT033509,H008,DOC0484,4,Modern equipment and knowledgeable medical team.,2024-06-03
FB00014063,PAT017463,H008,DOC0522,4,Outstanding care in the ICU. Nurses were exceptional.,2025-02-08
FB00014064,PAT022641,H001,DOC0062,2,Follow-up appointment was postponed twice without explanation.,2025-05-09
FB00014065,PAT045523,H008,DOC0483,3,Service was acceptable but administrative processes are slow.,2024-08-28
FB00014066,PAT027480,H002,DOC0103,4,Outstanding care in the ICU. Nurses were exceptional.,2024-10-20
FB00014067,PAT074026,H001,DOC0080,5,Very professional doctors. Quick and efficient service.,2024-10-25
FB00014068,PAT035073,H004,DOC0258,3,Service was acceptable but administrative processes are slow.,2024-08-05
FB00014069,PAT069956,H001,DOC0043,2,Follow-up appointment was postponed twice without explanation.,2025-01-24
FB00014070,PAT070676,H007,DOC0439,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-04-24
FB00014071,PAT017617,H005,DOC0291,3,Good doctors but the waiting area is too small and uncomfortable.,2024-10-25
FB00014072,PAT056738,H003,DOC0215,4,Outstanding care in the ICU. Nurses were exceptional.,2025-04-18
FB00014073,PAT027878,H002,DOC0125,3,Service was acceptable but administrative processes are slow.,2024-05-26
FB00014074,PAT023464,H003,DOC0204,2,Billing process was confusing and poorly explained.,2024-11-22
FB00014075,PAT010948,H003,DOC0198,4,Outstanding care in the ICU. Nurses were exceptional.,2024-11-23
FB00014076,PAT065821,H006,DOC0411,4,Doctor explained my condition thoroughly and answered all questions.,2024-05-25
FB00014077,PAT048379,H001,DOC0015,2,Billing process was confusing and poorly explained.,2024-06-06
FB00014078,PAT016773,H007,DOC0438,1,Cleanliness of the wards needs significant improvement.,2024-11-29
FB00014079,PAT044299,H006,DOC0406,5,Very professional doctors. Quick and efficient service.,2024-07-22
FB00014080,PAT034917,H008,DOC0519,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-05-20
FB00014081,PAT059397,H007,DOC0438,5,Very professional doctors. Quick and efficient service.,2025-03-04
FB00014082,PAT040233,H001,DOC0061,4,Outstanding care in the ICU. Nurses were exceptional.,2025-02-16
FB00014083,PAT022502,H004,DOC0267,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-02-01
FB00014084,PAT033117,H008,DOC0462,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-06-21
FB00014085,PAT058589,H001,DOC0030,3,Good doctors but the waiting area is too small and uncomfortable.,2025-01-14
FB00014086,PAT050787,H004,DOC0255,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-11-03
FB00014087,PAT035364,H006,DOC0360,4,Modern equipment and knowledgeable medical team.,2024-12-30
FB00014088,PAT004472,H008,DOC0475,4,Doctor explained my condition thoroughly and answered all questions.,2024-12-13
FB00014089,PAT032870,H008,DOC0511,3,Average experience overall. Nothing exceptional but no major complaints.,2024-08-28
FB00014090,PAT042501,H007,DOC0420,5,"Excellent care, clean facility, and attentive nursing staff.",2024-11-24
FB00014091,PAT014501,H003,DOC0209,1,Billing process was confusing and poorly explained.,2024-09-12
FB00014092,PAT054421,H001,DOC0051,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-03-04
FB00014093,PAT036530,H001,DOC0080,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-01-18
FB00014094,PAT074547,H001,DOC0023,5,Doctor explained my condition thoroughly and answered all questions.,2024-09-19
FB00014095,PAT059556,H001,DOC0078,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-04-16
FB00014096,PAT037418,H001,DOC0010,2,Pharmacy was out of my prescribed medication for 2 days.,2024-05-21
FB00014097,PAT004523,H004,DOC0273,5,Outstanding care in the ICU. Nurses were exceptional.,2024-05-23
FB00014098,PAT057452,H006,DOC0414,5,Modern equipment and knowledgeable medical team.,2024-06-23
FB00014099,PAT067458,H003,DOC0250,2,Lab results took over 5 hours. No one communicated the delay.,2024-11-22
FB00014100,PAT069986,H001,DOC0002,5,"Excellent care, clean facility, and attentive nursing staff.",2025-05-06
FB00014101,PAT033564,H003,DOC0244,2,Pharmacy was out of my prescribed medication for 2 days.,2024-09-05
FB00014102,PAT069616,H006,DOC0415,5,Very satisfied with diagnosis accuracy and treatment plan.,2025-03-10
FB00014103,PAT055719,H001,DOC0050,3,Treatment was satisfactory. Paperwork took longer than expected.,2025-01-28
FB00014104,PAT050619,H001,DOC0017,5,"Excellent care, clean facility, and attentive nursing staff.",2025-02-23
FB00014105,PAT070173,H004,DOC0267,5,Minimal waiting time. Staff were courteous and professional.,2025-01-22
FB00014106,PAT028267,H008,DOC0505,1,"Hospital was severely overcrowded, could not find a bed.",2024-12-13
FB00014107,PAT074050,H007,DOC0440,4,Outstanding care in the ICU. Nurses were exceptional.,2024-11-25
FB00014108,PAT038329,H004,DOC0272,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-02-07
FB00014109,PAT054658,H002,DOC0107,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-06-17
FB00014110,PAT016677,H002,DOC0171,5,Very professional doctors. Quick and efficient service.,2024-11-14
FB00014111,PAT047720,H002,DOC0164,2,Billing process was confusing and poorly explained.,2024-11-25
FB00014112,PAT007186,H002,DOC0161,1,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-07-21
FB00014113,PAT014160,H002,DOC0135,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-11-20
FB00014114,PAT067140,H003,DOC0211,5,Follow-up was prompt and well-coordinated. Highly recommend.,2025-01-29
FB00014115,PAT046707,H006,DOC0317,4,Follow-up was prompt and well-coordinated. Highly recommend.,2024-09-18
FB00014116,PAT025410,H001,DOC0074,1,Doctor seemed rushed and did not adequately explain my diagnosis.,2025-01-22
FB00014117,PAT001298,H005,DOC0292,4,Minimal waiting time. Staff were courteous and professional.,2025-02-05
FB00014118,PAT074625,H007,DOC0420,4,"Excellent care, clean facility, and attentive nursing staff.",2025-01-19
FB00014119,PAT069947,H002,DOC0157,2,Extremely long waiting time — over 3 hours for a simple consultation.,2025-03-02
FB00014120,PAT032275,H005,DOC0304,4,"Excellent care, clean facility, and attentive nursing staff.",2025-04-16
FB00014121,PAT047470,H007,DOC0444,4,Outstanding care in the ICU. Nurses were exceptional.,2024-05-21
FB00014122,PAT034371,H006,DOC0330,4,Doctor explained my condition thoroughly and answered all questions.,2024-12-14
FB00014123,PAT013496,H001,DOC0085,5,Outstanding care in the ICU. Nurses were exceptional.,2024-06-03
FB00014124,PAT048873,H004,DOC0266,5,Modern equipment and knowledgeable medical team.,2024-06-05
FB00014125,PAT043653,H001,DOC0057,1,Follow-up appointment was postponed twice without explanation.,2024-06-22
FB00014126,PAT022442,H006,DOC0332,3,Average experience overall. Nothing exceptional but no major complaints.,2025-01-31
FB00014127,PAT031644,H002,DOC0100,5,"Excellent care, clean facility, and attentive nursing staff.",2024-12-20
FB00014128,PAT014523,H008,DOC0523,3,Good doctors but the waiting area is too small and uncomfortable.,2024-12-15
FB00014129,PAT065498,H001,DOC0022,1,Emergency department was chaotic and clearly understaffed.,2024-09-24
FB00014130,PAT008027,H004,DOC0254,4,Doctor explained my condition thoroughly and answered all questions.,2024-05-26
FB00014131,PAT041512,H007,DOC0445,5,Follow-up was prompt and well-coordinated. Highly recommend.,2025-05-04
FB00014132,PAT012809,H006,DOC0348,3,Good doctors but the waiting area is too small and uncomfortable.,2025-02-13
FB00014133,PAT010557,H003,DOC0216,4,Very professional doctors. Quick and efficient service.,2025-02-26
FB00014134,PAT025717,H001,DOC0006,4,Modern equipment and knowledgeable medical team.,2025-01-31
FB00014135,PAT055002,H003,DOC0224,2,Billing process was confusing and poorly explained.,2024-07-19
FB00014136,PAT061400,H002,DOC0157,2,"Hospital was severely overcrowded, could not find a bed.",2024-08-22
FB00014137,PAT001159,H003,DOC0176,4,Minimal waiting time. Staff were courteous and professional.,2024-12-22
FB00014138,PAT038337,H005,DOC0284,5,Outstanding care in the ICU. Nurses were exceptional.,2024-11-07
FB00014139,PAT035328,H001,DOC0012,3,Average experience overall. Nothing exceptional but no major complaints.,2025-01-13
FB00014140,PAT074591,H001,DOC0050,5,Modern equipment and knowledgeable medical team.,2024-05-29
FB00014141,PAT013273,H002,DOC0107,2,Lab results took over 5 hours. No one communicated the delay.,2024-11-10
FB00014142,PAT000295,H003,DOC0205,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-03-24
FB00014143,PAT071571,H001,DOC0009,5,"Excellent care, clean facility, and attentive nursing staff.",2025-04-07
FB00014144,PAT060859,H006,DOC0354,5,Modern equipment and knowledgeable medical team.,2025-04-14
FB00014145,PAT008738,H005,DOC0308,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-05-09
FB00014146,PAT070695,H002,DOC0171,4,"Excellent care, clean facility, and attentive nursing staff.",2025-02-04
FB00014147,PAT000724,H005,DOC0295,4,"Excellent care, clean facility, and attentive nursing staff.",2024-08-28
FB00014148,PAT068671,H004,DOC0269,5,Follow-up was prompt and well-coordinated. Highly recommend.,2025-01-14
FB00014149,PAT040612,H007,DOC0420,2,Follow-up appointment was postponed twice without explanation.,2024-11-03
FB00014150,PAT039464,H001,DOC0071,4,Very professional doctors. Quick and efficient service.,2025-03-17
FB00014151,PAT041772,H006,DOC0315,4,"Excellent care, clean facility, and attentive nursing staff.",2024-06-22
FB00014152,PAT073517,H008,DOC0509,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-05-22
FB00014153,PAT048830,H001,DOC0048,4,Outstanding care in the ICU. Nurses were exceptional.,2025-01-31
FB00014154,PAT057021,H001,DOC0013,2,Lab results took over 5 hours. No one communicated the delay.,2024-08-28
FB00014155,PAT015473,H007,DOC0423,3,Good doctors but the waiting area is too small and uncomfortable.,2024-12-10
FB00014156,PAT010327,H001,DOC0036,3,Average experience overall. Nothing exceptional but no major complaints.,2025-03-19
FB00014157,PAT065265,H002,DOC0107,4,Minimal waiting time. Staff were courteous and professional.,2024-07-11
FB00014158,PAT033394,H001,DOC0089,2,Lab results took over 5 hours. No one communicated the delay.,2025-03-03
FB00014159,PAT044101,H004,DOC0270,5,Outstanding care in the ICU. Nurses were exceptional.,2024-09-22
FB00014160,PAT068194,H008,DOC0490,2,Emergency department was chaotic and clearly understaffed.,2024-06-06
FB00014161,PAT059262,H007,DOC0429,4,Very professional doctors. Quick and efficient service.,2025-04-24
FB00014162,PAT035843,H002,DOC0152,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-08-25
FB00014163,PAT041085,H002,DOC0104,4,Modern equipment and knowledgeable medical team.,2024-08-24
FB00014164,PAT055994,H002,DOC0170,4,Very professional doctors. Quick and efficient service.,2024-10-04
FB00014165,PAT003731,H002,DOC0101,4,Doctor explained my condition thoroughly and answered all questions.,2024-11-08
FB00014166,PAT050027,H002,DOC0159,4,Minimal waiting time. Staff were courteous and professional.,2024-12-30
FB00014167,PAT051706,H003,DOC0218,5,Very professional doctors. Quick and efficient service.,2025-02-05
FB00014168,PAT061475,H006,DOC0316,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-07-28
FB00014169,PAT020348,H001,DOC0034,4,Minimal waiting time. Staff were courteous and professional.,2025-01-09
FB00014170,PAT039525,H003,DOC0248,3,Good doctors but the waiting area is too small and uncomfortable.,2024-08-21
FB00014171,PAT071574,H002,DOC0138,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-05-26
FB00014172,PAT022203,H004,DOC0261,5,Modern equipment and knowledgeable medical team.,2024-05-29
FB00014173,PAT001810,H003,DOC0196,5,"Excellent care, clean facility, and attentive nursing staff.",2024-08-18
FB00014174,PAT073045,H008,DOC0453,4,"Excellent care, clean facility, and attentive nursing staff.",2024-12-18
FB00014175,PAT070751,H004,DOC0255,4,Outstanding care in the ICU. Nurses were exceptional.,2025-01-01
FB00014176,PAT051792,H006,DOC0357,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-08-22
FB00014177,PAT037696,H001,DOC0005,5,Minimal waiting time. Staff were courteous and professional.,2025-02-04
FB00014178,PAT022120,H001,DOC0064,3,Treatment was satisfactory. Paperwork took longer than expected.,2024-10-05
FB00014179,PAT024221,H006,DOC0361,5,Modern equipment and knowledgeable medical team.,2024-06-04
FB00014180,PAT050461,H008,DOC0469,3,Good doctors but the waiting area is too small and uncomfortable.,2025-05-07
FB00014181,PAT034444,H002,DOC0116,2,Extremely long waiting time — over 3 hours for a simple consultation.,2024-11-17
FB00014182,PAT055599,H001,DOC0003,4,Very professional doctors. Quick and efficient service.,2024-06-23
FB00014183,PAT040389,H001,DOC0040,1,"Hospital was severely overcrowded, could not find a bed.",2024-06-02
FB00014184,PAT045794,H006,DOC0340,4,"Excellent care, clean facility, and attentive nursing staff.",2024-06-25
FB00014185,PAT063701,H002,DOC0109,1,Doctor seemed rushed and did not adequately explain my diagnosis.,2024-08-16
FB00014186,PAT045688,H008,DOC0479,4,Modern equipment and knowledgeable medical team.,2024-05-21
FB00014187,PAT020943,H003,DOC0218,4,Very satisfied with diagnosis accuracy and treatment plan.,2025-02-07
FB00014188,PAT070087,H006,DOC0345,3,Good doctors but the waiting area is too small and uncomfortable.,2025-05-01
FB00014189,PAT038112,H001,DOC0085,2,Follow-up appointment was postponed twice without explanation.,2025-01-22
FB00014190,PAT067207,H006,DOC0331,4,Very satisfied with diagnosis accuracy and treatment plan.,2024-08-05
FB00014191,PAT003467,H006,DOC0349,1,Lab results took over 5 hours. No one communicated the delay.,2024-06-20
FB00014192,PAT057656,H007,DOC0442,5,Follow-up was prompt and well-coordinated. Highly recommend.,2024-11-17
FB00014193,PAT063711,H001,DOC0059,3,Good doctors but the waiting area is too small and uncomfortable.,2024-10-19
FB00014194,PAT009022,H002,DOC0150,3,Good doctors but the waiting area is too small and uncomfortable.,2025-02-21
FB00014195,PAT061658,H002,DOC0098,3,Average experience overall. Nothing exceptional but no major complaints.,2024-06-17
FB00014196,PAT043163,H004,DOC0277,5,Very professional doctors. Quick and efficient service.,2025-04-26
FB00014197,PAT062530,H008,DOC0506,4,"Excellent care, clean facility, and attentive nursing staff.",2024-08-20
FB00014198,PAT005520,H007,DOC0439,4,Doctor explained my condition thoroughly and answered all questions.,2024-07-31
FB00014199,PAT024145,H006,DOC0315,1,Lab results took over 5 hours. No one communicated the delay.,2024-10-20
FB00014200,PAT035475,H002,DOC0099,3,Service was acceptable but administrative processes are slow.,2025-04-23
FB00014201,PAT038652,H008,DOC0522,5,Modern equipment and knowledgeable medical team.,2024-09-10
FB00014202,PAT042406,H007,DOC0431,5,Outstanding care in the ICU. Nurses were exceptional.,2024-08-06
FB00014203,PAT023260,H002,DOC0130,4,Minimal waiting time. Staff were courteous and professional.,2024-09-14
FB00014204,PAT051980,H001,DOC0073,2,Extremely long waiting time — over 3 hours for a simple consultation.,2025-05-09
FB00014205,PAT070594,H007,DOC0421,4,"Excellent care, clean facility, and attentive nursing staff.",2025-04-08
FB00014206,PAT046752,H001,DOC0006,4,Doctor explained my condition thoroughly and answered all questions.,2025-01-02
FB00014207,PAT070614,H004,DOC0272,5,Minimal waiting time. Staff were courteous and professional.,2024-05-18
FB00014208,PAT016190,H008,DOC0508,3,Average experience overall. Nothing exceptional but no major complaints.,2024-07-29
FB00014209,PAT002238,H003,DOC0236,5,Outstanding care in the ICU. Nurses were exceptional.,2025-02-13
FB00014210,PAT008941,H002,DOC0142,4,"Excellent care, clean facility, and attentive nursing staff.",2025-02-19
FB00014211,PAT042542,H001,DOC0022,2,Pharmacy was out of my prescribed medication for 2 days.,2024-07-27
FB00014212,PAT067126,H005,DOC0283,4,Follow-up was prompt and well-coordinated. Highly recommend.,2025-03-20
FB00014213,PAT020017,H002,DOC0150,4,Modern equipment and knowledgeable medical team.,2024-10-03
FB00014214,PAT036664,H004,DOC0263,4,"Excellent care, clean facility, and attentive nursing staff.",2024-06-18
FB00014215,PAT053151,H006,DOC0366,4,"Excellent care, clean facility, and attentive nursing staff.",2025-03-27
FB00014216,PAT063477,H003,DOC0203,4,Modern equipment and knowledgeable medical team.,2024-10-16
FB00014217,PAT020593,H001,DOC0057,3,Average experience overall. Nothing exceptional but no major complaints.,2024-10-05
FB00014218,PAT035722,H003,DOC0198,2,Cleanliness of the wards needs significant improvement.,2025-02-16
FB00014219,PAT037161,H008,DOC0450,3,Average experience overall. Nothing exceptional but no major complaints.,2025-02-17
FB00014220,PAT068725,H007,DOC0429,2,Follow-up appointment was postponed twice without explanation.,2024-09-29
FB00014221,PAT046898,H008,DOC0490,5,Outstanding care in the ICU. Nurses were exceptional.,2024-06-18
FB00014222,PAT034095,H001,DOC0036,5,Very satisfied with diagnosis accuracy and treatment plan.,2024-08-18
FB00014223,PAT012276,H007,DOC0442,1,Lab results took over 5 hours. No one communicated the delay.,2025-01-21
FB00014224,PAT018155,H001,DOC0039,5,Follow-up was prompt and well-coordinated. Highly recommend.,2025-03-31
FB00014225,PAT006048,H004,DOC0263,5,Modern equipment and knowledgeable medical team.,2025-04-18
FB00014226,PAT044056,H005,DOC0304,5,Very professional doctors. Quick and efficient service.,2024-08-20
FB00014227,PAT057454,H007,DOC0432,2,Doctor seemed rushed and did not adequately explain my diagnosis.,2025-01-30
FB00014228,PAT068961,H002,DOC0100,2,Pharmacy was out of my prescribed medication for 2 days.,2024-11-17
FB00014229,PAT010199,H006,DOC0320,4,Outstanding care in the ICU. Nurses were exceptional.,2024-10-04
FB00014230,PAT017871,H004,DOC0274,5,Very professional doctors. Quick and efficient service.,2025-03-03
